time,county,unemployment rate
2019-12,"Contra Costa County, CA",2.9
2020-01,"Contra Costa County, CA",2.8
2020-02,"Contra Costa County, CA",2.7
2020-03,"Contra Costa County, CA",
2020-04,"Contra Costa County, CA",
2020-05,"Contra Costa County, CA",
2020-06,"Contra Costa County, CA",
2020-07,"Contra Costa County, CA",
2020-08,"Contra Costa County, CA",
2020-09,"Contra Costa County, CA",
2020-10,"Contra Costa County, CA",
2020-11,"Contra Costa County, CA",
2020-12,"Contra Costa County, CA",
2021-01,"Contra Costa County, CA",
2021-02,"Contra Costa County, CA",
2011-01,"Cook County, IL",
2011-02,"Cook County, IL",
2011-03,"Cook County, IL",10.6
2011-04,"Cook County, IL",10.3
2011-05,"Cook County, IL",10.0
2011-06,"Cook County, IL",10.0
2011-07,"Cook County, IL",10.3
2011-08,"Cook County, IL",11.3
2011-09,"Cook County, IL",11.3
2011-10,"Cook County, IL",11.1
2011-11,"Cook County, IL",10.6
2011-12,"Cook County, IL",10.4
2012-01,"Cook County, IL",9.7
2012-02,"Cook County, IL",9.7
2012-03,"Cook County, IL",10.2
2012-04,"Cook County, IL",10.0
2012-05,"Cook County, IL",9.5
2012-06,"Cook County, IL",9.2
2012-07,"Cook County, IL",9.4
2012-08,"Cook County, IL",10.2
2012-09,"Cook County, IL",10.3
2012-10,"Cook County, IL",9.9
2012-11,"Cook County, IL",9.0
2012-12,"Cook County, IL",9.3
2013-01,"Cook County, IL",8.9
2013-02,"Cook County, IL",9.6
2013-03,"Cook County, IL",10.6
2013-04,"Cook County, IL",10.2
2013-05,"Cook County, IL",9.6
2013-06,"Cook County, IL",9.4
2013-07,"Cook County, IL",9.5
2013-08,"Cook County, IL",10.4
2013-09,"Cook County, IL",10.0
2013-10,"Cook County, IL",9.8
2013-11,"Cook County, IL",9.2
2013-12,"Cook County, IL",9.4
2014-01,"Cook County, IL",8.8
2014-02,"Cook County, IL",8.6
2014-03,"Cook County, IL",9.1
2014-04,"Cook County, IL",9.1
2014-05,"Cook County, IL",8.4
2014-06,"Cook County, IL",7.5
2014-07,"Cook County, IL",7.4
2014-08,"Cook County, IL",7.7
2014-09,"Cook County, IL",7.8
2014-10,"Cook County, IL",7.4
2014-11,"Cook County, IL",6.7
2014-12,"Cook County, IL",6.6
2015-01,"Cook County, IL",6.4
2015-02,"Cook County, IL",6.0
2015-03,"Cook County, IL",7.0
2015-04,"Cook County, IL",6.7
2015-05,"Cook County, IL",6.2
2015-06,"Cook County, IL",6.0
2015-07,"Cook County, IL",6.3
2015-08,"Cook County, IL",6.6
2015-09,"Cook County, IL",6.5
2015-10,"Cook County, IL",6.1
2015-11,"Cook County, IL",5.7
2015-12,"Cook County, IL",5.9
2016-01,"Cook County, IL",5.9
2016-02,"Cook County, IL",6.0
2016-03,"Cook County, IL",6.6
2016-04,"Cook County, IL",6.6
2016-05,"Cook County, IL",6.3
2016-06,"Cook County, IL",6.2
2016-07,"Cook County, IL",5.6
2016-08,"Cook County, IL",6.5
2016-09,"Cook County, IL",6.2
2016-10,"Cook County, IL",6.2
2016-11,"Cook County, IL",5.9
2016-12,"Cook County, IL",5.9
2017-01,"Cook County, IL",5.3
2017-02,"Cook County, IL",5.2
2017-03,"Cook County, IL",5.9
2017-04,"Cook County, IL",5.4
2017-05,"Cook County, IL",4.7
2017-06,"Cook County, IL",4.7
2017-07,"Cook County, IL",4.7
2017-08,"Cook County, IL",5.5
2017-09,"Cook County, IL",5.5
2017-10,"Cook County, IL",5.8
2017-11,"Cook County, IL",5.0
2017-12,"Cook County, IL",4.9
2018-01,"Cook County, IL",4.7
2018-02,"Cook County, IL",4.5
2018-03,"Cook County, IL",5.1
2018-04,"Cook County, IL",4.8
2018-05,"Cook County, IL",4.0
2018-06,"Cook County, IL",3.8
2018-07,"Cook County, IL",3.6
2018-08,"Cook County, IL",4.7
2018-09,"Cook County, IL",4.4
2018-10,"Cook County, IL",4.2
2018-11,"Cook County, IL",3.8
2018-12,"Cook County, IL",4.0
2019-01,"Cook County, IL",3.6
2019-02,"Cook County, IL",3.8
2019-03,"Cook County, IL",4.8
2019-04,"Cook County, IL",4.3
2019-05,"Cook County, IL",4.0
2019-06,"Cook County, IL",3.7
2019-07,"Cook County, IL",3.5
2019-08,"Cook County, IL",4.2
2019-09,"Cook County, IL",4.2
2019-10,"Cook County, IL",4.0
2019-11,"Cook County, IL",3.3
2019-12,"Cook County, IL",3.4
2020-01,"Cook County, IL",3.1
2020-02,"Cook County, IL",2.9
2020-03,"Cook County, IL",
2020-04,"Cook County, IL",
2020-05,"Cook County, IL",
2020-06,"Cook County, IL",
2020-07,"Cook County, IL",
2020-08,"Cook County, IL",
2020-09,"Cook County, IL",
2020-10,"Cook County, IL",
2020-11,"Cook County, IL",
2020-12,"Cook County, IL",
2021-01,"Cook County, IL",
2021-02,"Cook County, IL",
2011-01,"Cuyahoga County, OH",
2011-02,"Cuyahoga County, OH",
2011-03,"Cuyahoga County, OH",8.2
2011-04,"Cuyahoga County, OH",8.4
2011-05,"Cuyahoga County, OH",7.6
2011-06,"Cuyahoga County, OH",7.1
2011-07,"Cuyahoga County, OH",7.5
2011-08,"Cuyahoga County, OH",8.5
2011-09,"Cuyahoga County, OH",8.2
2011-10,"Cuyahoga County, OH",7.6
2011-11,"Cuyahoga County, OH",7.5
2011-12,"Cuyahoga County, OH",7.1
2012-01,"Cuyahoga County, OH",6.6
2012-02,"Cuyahoga County, OH",6.7
2012-03,"Cuyahoga County, OH",7.3
2012-04,"Cuyahoga County, OH",7.7
2012-05,"Cuyahoga County, OH",7.0
2012-06,"Cuyahoga County, OH",6.3
2012-07,"Cuyahoga County, OH",6.7
2012-08,"Cuyahoga County, OH",7.5
2012-09,"Cuyahoga County, OH",7.4
2012-10,"Cuyahoga County, OH",6.8
2012-11,"Cuyahoga County, OH",6.3
2012-12,"Cuyahoga County, OH",6.2
2013-01,"Cuyahoga County, OH",5.9
2013-02,"Cuyahoga County, OH",6.4
2013-03,"Cuyahoga County, OH",7.5
2013-04,"Cuyahoga County, OH",7.8
2013-05,"Cuyahoga County, OH",6.8
2013-06,"Cuyahoga County, OH",6.2
2013-07,"Cuyahoga County, OH",6.8
2013-08,"Cuyahoga County, OH",7.7
2013-09,"Cuyahoga County, OH",7.4
2013-10,"Cuyahoga County, OH",7.0
2013-11,"Cuyahoga County, OH",6.7
2013-12,"Cuyahoga County, OH",6.8
2014-01,"Cuyahoga County, OH",6.3
2014-02,"Cuyahoga County, OH",6.3
2014-03,"Cuyahoga County, OH",7.2
2014-04,"Cuyahoga County, OH",7.6
2014-05,"Cuyahoga County, OH",6.8
2014-06,"Cuyahoga County, OH",5.7
2014-07,"Cuyahoga County, OH",6.3
2014-08,"Cuyahoga County, OH",6.8
2014-09,"Cuyahoga County, OH",6.8
2014-10,"Cuyahoga County, OH",6.3
2014-11,"Cuyahoga County, OH",5.5
2014-12,"Cuyahoga County, OH",5.3
2015-01,"Cuyahoga County, OH",5.1
2015-02,"Cuyahoga County, OH",5.1
2015-03,"Cuyahoga County, OH",5.9
2015-04,"Cuyahoga County, OH",6.1
2015-05,"Cuyahoga County, OH",5.4
2015-06,"Cuyahoga County, OH",5.0
2015-07,"Cuyahoga County, OH",5.6
2015-08,"Cuyahoga County, OH",5.7
2015-09,"Cuyahoga County, OH",5.5
2015-10,"Cuyahoga County, OH",4.8
2015-11,"Cuyahoga County, OH",4.5
2015-12,"Cuyahoga County, OH",4.3
2016-01,"Cuyahoga County, OH",4.3
2016-02,"Cuyahoga County, OH",4.4
2016-03,"Cuyahoga County, OH",5.1
2016-04,"Cuyahoga County, OH",5.7
2016-05,"Cuyahoga County, OH",5.5
2016-06,"Cuyahoga County, OH",5.1
2016-07,"Cuyahoga County, OH",5.1
2016-08,"Cuyahoga County, OH",5.9
2016-09,"Cuyahoga County, OH",5.8
2016-10,"Cuyahoga County, OH",5.6
2016-11,"Cuyahoga County, OH",5.5
2016-12,"Cuyahoga County, OH",5.4
2017-01,"Cuyahoga County, OH",5.1
2017-02,"Cuyahoga County, OH",5.5
2017-03,"Cuyahoga County, OH",6.4
2017-04,"Cuyahoga County, OH",6.8
2017-05,"Cuyahoga County, OH",5.9
2017-06,"Cuyahoga County, OH",5.4
2017-07,"Cuyahoga County, OH",5.6
2017-08,"Cuyahoga County, OH",6.1
2017-09,"Cuyahoga County, OH",6.0
2017-10,"Cuyahoga County, OH",5.8
2017-11,"Cuyahoga County, OH",5.2
2017-12,"Cuyahoga County, OH",4.6
2018-01,"Cuyahoga County, OH",4.5
2018-02,"Cuyahoga County, OH",4.5
2018-03,"Cuyahoga County, OH",5.1
2018-04,"Cuyahoga County, OH",5.6
2018-05,"Cuyahoga County, OH",5.0
2018-06,"Cuyahoga County, OH",4.6
2018-07,"Cuyahoga County, OH",4.7
2018-08,"Cuyahoga County, OH",5.6
2018-09,"Cuyahoga County, OH",5.2
2018-10,"Cuyahoga County, OH",4.7
2018-11,"Cuyahoga County, OH",4.3
2018-12,"Cuyahoga County, OH",4.1
2019-01,"Cuyahoga County, OH",3.9
2019-02,"Cuyahoga County, OH",4.2
2019-03,"Cuyahoga County, OH",4.8
2019-04,"Cuyahoga County, OH",4.8
2019-05,"Cuyahoga County, OH",4.4
2019-06,"Cuyahoga County, OH",3.8
2019-07,"Cuyahoga County, OH",4.0
2019-08,"Cuyahoga County, OH",4.7
2019-09,"Cuyahoga County, OH",4.8
2019-10,"Cuyahoga County, OH",4.2
2019-11,"Cuyahoga County, OH",3.9
2019-12,"Cuyahoga County, OH",3.5
2020-01,"Cuyahoga County, OH",3.5
2020-02,"Cuyahoga County, OH",3.6
2020-03,"Cuyahoga County, OH",
2020-04,"Cuyahoga County, OH",
2020-05,"Cuyahoga County, OH",
2020-06,"Cuyahoga County, OH",
2020-07,"Cuyahoga County, OH",
2020-08,"Cuyahoga County, OH",
2020-09,"Cuyahoga County, OH",
2020-10,"Cuyahoga County, OH",
2020-11,"Cuyahoga County, OH",
2020-12,"Cuyahoga County, OH",
2021-01,"Cuyahoga County, OH",
2021-02,"Cuyahoga County, OH",
2011-01,"Dallas County, TX",
2011-02,"Dallas County, TX",
2011-03,"Dallas County, TX",8.6
2011-04,"Dallas County, TX",8.4
2011-05,"Dallas County, TX",8.2
2011-06,"Dallas County, TX",7.8
2011-07,"Dallas County, TX",8.0
2011-08,"Dallas County, TX",8.7
2011-09,"Dallas County, TX",8.6
2011-10,"Dallas County, TX",8.4
2011-11,"Dallas County, TX",8.2
2011-12,"Dallas County, TX",7.9
2012-01,"Dallas County, TX",7.5
2012-02,"Dallas County, TX",7.3
2012-03,"Dallas County, TX",7.7
2012-04,"Dallas County, TX",7.6
2012-05,"Dallas County, TX",7.3
2012-06,"Dallas County, TX",6.8
2012-07,"Dallas County, TX",7.1
2012-08,"Dallas County, TX",7.6
2012-09,"Dallas County, TX",7.6
2012-10,"Dallas County, TX",7.3
2012-11,"Dallas County, TX",6.8
2012-12,"Dallas County, TX",6.7
2013-01,"Dallas County, TX",6.4
2013-02,"Dallas County, TX",6.5
2013-03,"Dallas County, TX",7.4
2013-04,"Dallas County, TX",7.0
2013-05,"Dallas County, TX",6.7
2013-06,"Dallas County, TX",6.4
2013-07,"Dallas County, TX",6.6
2013-08,"Dallas County, TX",7.1
2013-09,"Dallas County, TX",6.9
2013-10,"Dallas County, TX",6.6
2013-11,"Dallas County, TX",6.5
2013-12,"Dallas County, TX",6.4
2014-01,"Dallas County, TX",5.9
2014-02,"Dallas County, TX",5.6
2014-03,"Dallas County, TX",6.0
2014-04,"Dallas County, TX",6.0
2014-05,"Dallas County, TX",5.8
2014-06,"Dallas County, TX",5.1
2014-07,"Dallas County, TX",5.5
2014-08,"Dallas County, TX",5.7
2014-09,"Dallas County, TX",5.9
2014-10,"Dallas County, TX",5.7
2014-11,"Dallas County, TX",5.3
2014-12,"Dallas County, TX",4.9
2015-01,"Dallas County, TX",4.8
2015-02,"Dallas County, TX",4.4
2015-03,"Dallas County, TX",4.9
2015-04,"Dallas County, TX",4.5
2015-05,"Dallas County, TX",4.3
2015-06,"Dallas County, TX",4.0
2015-07,"Dallas County, TX",4.2
2015-08,"Dallas County, TX",4.4
2015-09,"Dallas County, TX",4.5
2015-10,"Dallas County, TX",4.3
2015-11,"Dallas County, TX",4.2
2015-12,"Dallas County, TX",4.1
2016-01,"Dallas County, TX",4.0
2016-02,"Dallas County, TX",3.8
2016-03,"Dallas County, TX",4.0
2016-04,"Dallas County, TX",3.9
2016-05,"Dallas County, TX",4.0
2016-06,"Dallas County, TX",3.7
2016-07,"Dallas County, TX",3.7
2016-08,"Dallas County, TX",4.2
2016-09,"Dallas County, TX",4.3
2016-10,"Dallas County, TX",4.2
2016-11,"Dallas County, TX",4.3
2016-12,"Dallas County, TX",4.0
2017-01,"Dallas County, TX",3.9
2017-02,"Dallas County, TX",3.9
2017-03,"Dallas County, TX",4.3
2017-04,"Dallas County, TX",4.3
2017-05,"Dallas County, TX",4.1
2017-06,"Dallas County, TX",3.8
2017-07,"Dallas County, TX",3.8
2017-08,"Dallas County, TX",4.1
2017-09,"Dallas County, TX",4.1
2017-10,"Dallas County, TX",4.1
2017-11,"Dallas County, TX",3.7
2017-12,"Dallas County, TX",3.5
2018-01,"Dallas County, TX",3.6
2018-02,"Dallas County, TX",3.5
2018-03,"Dallas County, TX",4.0
2018-04,"Dallas County, TX",4.0
2018-05,"Dallas County, TX",3.9
2018-06,"Dallas County, TX",3.6
2018-07,"Dallas County, TX",3.5
2018-08,"Dallas County, TX",4.1
2018-09,"Dallas County, TX",4.0
2018-10,"Dallas County, TX",3.9
2018-11,"Dallas County, TX",3.7
2018-12,"Dallas County, TX",3.5
2019-01,"Dallas County, TX",3.5
2019-02,"Dallas County, TX",3.5
2019-03,"Dallas County, TX",4.1
2019-04,"Dallas County, TX",3.7
2019-05,"Dallas County, TX",3.5
2019-06,"Dallas County, TX",3.1
2019-07,"Dallas County, TX",3.1
2019-08,"Dallas County, TX",3.6
2019-09,"Dallas County, TX",3.7
2019-10,"Dallas County, TX",3.7
2019-11,"Dallas County, TX",3.3
2019-12,"Dallas County, TX",3.3
2020-01,"Dallas County, TX",3.3
2020-02,"Dallas County, TX",3.1
2020-03,"Dallas County, TX",
2020-04,"Dallas County, TX",
2020-05,"Dallas County, TX",
2020-06,"Dallas County, TX",
2020-07,"Dallas County, TX",
2020-08,"Dallas County, TX",
2020-09,"Dallas County, TX",
2020-10,"Dallas County, TX",
2020-11,"Dallas County, TX",
2020-12,"Dallas County, TX",
2021-01,"Dallas County, TX",
2021-02,"Dallas County, TX",
2011-01,"Dane County, WI",
2011-02,"Dane County, WI",
2011-03,"Dane County, WI",5.8
2011-04,"Dane County, WI",6.0
2011-05,"Dane County, WI",5.8
2011-06,"Dane County, WI",5.3
2011-07,"Dane County, WI",5.3
2011-08,"Dane County, WI",5.9
2011-09,"Dane County, WI",5.5
2011-10,"Dane County, WI",5.2
2011-11,"Dane County, WI",5.0
2011-12,"Dane County, WI",4.8
2012-01,"Dane County, WI",4.5
2012-02,"Dane County, WI",4.6
2012-03,"Dane County, WI",5.2
2012-04,"Dane County, WI",5.5
2012-05,"Dane County, WI",5.3
2012-06,"Dane County, WI",4.7
2012-07,"Dane County, WI",4.9
2012-08,"Dane County, WI",5.4
2012-09,"Dane County, WI",5.3
2012-10,"Dane County, WI",4.9
2012-11,"Dane County, WI",4.4
2012-12,"Dane County, WI",4.2
2013-01,"Dane County, WI",4.2
2013-02,"Dane County, WI",4.5
2013-03,"Dane County, WI",5.4
2013-04,"Dane County, WI",5.4
2013-05,"Dane County, WI",5.0
2013-06,"Dane County, WI",4.8
2013-07,"Dane County, WI",4.7
2013-08,"Dane County, WI",5.1
2013-09,"Dane County, WI",4.8
2013-10,"Dane County, WI",4.6
2013-11,"Dane County, WI",4.2
2013-12,"Dane County, WI",4.1
2014-01,"Dane County, WI",4.0
2014-02,"Dane County, WI",3.9
2014-03,"Dane County, WI",4.3
2014-04,"Dane County, WI",4.6
2014-05,"Dane County, WI",4.4
2014-06,"Dane County, WI",3.6
2014-07,"Dane County, WI",3.8
2014-08,"Dane County, WI",4.1
2014-09,"Dane County, WI",3.8
2014-10,"Dane County, WI",3.5
2014-11,"Dane County, WI",3.2
2014-12,"Dane County, WI",3.0
2015-01,"Dane County, WI",3.1
2015-02,"Dane County, WI",3.0
2015-03,"Dane County, WI",3.6
2015-04,"Dane County, WI",3.7
2015-05,"Dane County, WI",3.6
2015-06,"Dane County, WI",3.2
2015-07,"Dane County, WI",3.4
2015-08,"Dane County, WI",3.6
2015-09,"Dane County, WI",3.2
2015-10,"Dane County, WI",2.9
2015-11,"Dane County, WI",2.7
2015-12,"Dane County, WI",2.7
2016-01,"Dane County, WI",2.9
2016-02,"Dane County, WI",2.8
2016-03,"Dane County, WI",3.2
2016-04,"Dane County, WI",3.3
2016-05,"Dane County, WI",3.3
2016-06,"Dane County, WI",2.8
2016-07,"Dane County, WI",2.8
2016-08,"Dane County, WI",3.3
2016-09,"Dane County, WI",2.9
2016-10,"Dane County, WI",2.6
2016-11,"Dane County, WI",2.5
2016-12,"Dane County, WI",2.6
2017-01,"Dane County, WI",2.5
2017-02,"Dane County, WI",2.4
2017-03,"Dane County, WI",2.9
2017-04,"Dane County, WI",3.0
2017-05,"Dane County, WI",2.6
2017-06,"Dane County, WI",2.3
2017-07,"Dane County, WI",2.3
2017-08,"Dane County, WI",2.8
2017-09,"Dane County, WI",2.5
2017-10,"Dane County, WI",2.3
2017-11,"Dane County, WI",2.1
2017-12,"Dane County, WI",2.0
2018-01,"Dane County, WI",2.0
2018-02,"Dane County, WI",1.9
2018-03,"Dane County, WI",2.4
2018-04,"Dane County, WI",2.6
2018-05,"Dane County, WI",2.5
2018-06,"Dane County, WI",2.1
2018-07,"Dane County, WI",2.2
2018-08,"Dane County, WI",2.9
2018-09,"Dane County, WI",2.4
2018-10,"Dane County, WI",2.2
2018-11,"Dane County, WI",1.8
2018-12,"Dane County, WI",1.9
2019-01,"Dane County, WI",1.9
2019-02,"Dane County, WI",2.0
2019-03,"Dane County, WI",2.6
2019-04,"Dane County, WI",2.5
2019-05,"Dane County, WI",2.6
2019-06,"Dane County, WI",2.3
2019-07,"Dane County, WI",2.5
2019-08,"Dane County, WI",3.0
2019-09,"Dane County, WI",2.7
2019-10,"Dane County, WI",2.5
2019-11,"Dane County, WI",2.2
2019-12,"Dane County, WI",2.1
2020-01,"Dane County, WI",2.2
2020-02,"Dane County, WI",2.1
2020-03,"Dane County, WI",
2020-04,"Dane County, WI",
2020-05,"Dane County, WI",
2020-06,"Dane County, WI",
2020-07,"Dane County, WI",
2020-08,"Dane County, WI",
2020-09,"Dane County, WI",
2020-10,"Dane County, WI",
2020-11,"Dane County, WI",
2020-12,"Dane County, WI",
2021-01,"Dane County, WI",
2021-02,"Dane County, WI",
2011-01,"Delaware County, OH",
2011-02,"Delaware County, OH",
2011-03,"Delaware County, OH",7.0
2011-04,"Delaware County, OH",6.6
2011-05,"Delaware County, OH",6.4
2011-06,"Delaware County, OH",6.0
2011-07,"Delaware County, OH",6.1
2011-08,"Delaware County, OH",6.9
2011-09,"Delaware County, OH",6.8
2011-10,"Delaware County, OH",6.4
2011-11,"Delaware County, OH",6.3
2011-12,"Delaware County, OH",6.0
2012-01,"Delaware County, OH",5.3
2012-02,"Delaware County, OH",5.2
2012-03,"Delaware County, OH",5.9
2012-04,"Delaware County, OH",5.7
2012-05,"Delaware County, OH",5.4
2012-06,"Delaware County, OH",4.9
2012-07,"Delaware County, OH",4.9
2012-08,"Delaware County, OH",5.4
2012-09,"Delaware County, OH",5.6
2012-10,"Delaware County, OH",5.2
2012-11,"Delaware County, OH",4.9
2012-12,"Delaware County, OH",4.9
2013-01,"Delaware County, OH",4.7
2013-02,"Delaware County, OH",4.9
2013-03,"Delaware County, OH",6.2
2013-04,"Delaware County, OH",5.6
2013-05,"Delaware County, OH",5.3
2013-06,"Delaware County, OH",4.8
2013-07,"Delaware County, OH",5.2
2013-08,"Delaware County, OH",5.8
2013-09,"Delaware County, OH",5.6
2013-10,"Delaware County, OH",5.5
2013-11,"Delaware County, OH",5.4
2013-12,"Delaware County, OH",5.3
2014-01,"Delaware County, OH",4.9
2014-02,"Delaware County, OH",4.5
2014-03,"Delaware County, OH",5.0
2014-04,"Delaware County, OH",4.8
2014-05,"Delaware County, OH",4.4
2014-06,"Delaware County, OH",3.7
2014-07,"Delaware County, OH",3.9
2014-08,"Delaware County, OH",4.4
2014-09,"Delaware County, OH",4.5
2014-10,"Delaware County, OH",4.2
2014-11,"Delaware County, OH",3.9
2014-12,"Delaware County, OH",3.7
2015-01,"Delaware County, OH",3.7
2015-02,"Delaware County, OH",3.4
2015-03,"Delaware County, OH",4.3
2015-04,"Delaware County, OH",3.7
2015-05,"Delaware County, OH",3.6
2015-06,"Delaware County, OH",3.2
2015-07,"Delaware County, OH",3.5
2015-08,"Delaware County, OH",3.8
2015-09,"Delaware County, OH",3.6
2015-10,"Delaware County, OH",3.3
2015-11,"Delaware County, OH",3.3
2015-12,"Delaware County, OH",3.3
2016-01,"Delaware County, OH",3.4
2016-02,"Delaware County, OH",3.4
2016-03,"Delaware County, OH",3.9
2016-04,"Delaware County, OH",3.7
2016-05,"Delaware County, OH",3.7
2016-06,"Delaware County, OH",3.4
2016-07,"Delaware County, OH",3.2
2016-08,"Delaware County, OH",3.8
2016-09,"Delaware County, OH",3.7
2016-10,"Delaware County, OH",3.7
2016-11,"Delaware County, OH",3.8
2016-12,"Delaware County, OH",3.7
2017-01,"Delaware County, OH",3.4
2017-02,"Delaware County, OH",3.6
2017-03,"Delaware County, OH",4.3
2017-04,"Delaware County, OH",3.9
2017-05,"Delaware County, OH",3.5
2017-06,"Delaware County, OH",3.1
2017-07,"Delaware County, OH",3.3
2017-08,"Delaware County, OH",3.9
2017-09,"Delaware County, OH",3.9
2017-10,"Delaware County, OH",3.9
2017-11,"Delaware County, OH",3.5
2017-12,"Delaware County, OH",3.3
2018-01,"Delaware County, OH",3.2
2018-02,"Delaware County, OH",3.1
2018-03,"Delaware County, OH",3.5
2018-04,"Delaware County, OH",3.5
2018-05,"Delaware County, OH",3.3
2018-06,"Delaware County, OH",3.1
2018-07,"Delaware County, OH",3.1
2018-08,"Delaware County, OH",4.0
2018-09,"Delaware County, OH",3.6
2018-10,"Delaware County, OH",3.5
2018-11,"Delaware County, OH",3.3
2018-12,"Delaware County, OH",3.3
2019-01,"Delaware County, OH",3.0
2019-02,"Delaware County, OH",3.3
2019-03,"Delaware County, OH",3.7
2019-04,"Delaware County, OH",3.2
2019-05,"Delaware County, OH",3.0
2019-06,"Delaware County, OH",2.6
2019-07,"Delaware County, OH",2.8
2019-08,"Delaware County, OH",3.5
2019-09,"Delaware County, OH",3.6
2019-10,"Delaware County, OH",3.4
2019-11,"Delaware County, OH",3.2
2019-12,"Delaware County, OH",3.1
2020-01,"Delaware County, OH",2.9
2020-02,"Delaware County, OH",2.8
2020-03,"Delaware County, OH",
2020-04,"Delaware County, OH",
2020-05,"Delaware County, OH",
2020-06,"Delaware County, OH",
2020-07,"Delaware County, OH",
2020-08,"Delaware County, OH",
2020-09,"Delaware County, OH",
2020-10,"Delaware County, OH",
2020-11,"Delaware County, OH",
2020-12,"Delaware County, OH",
2021-01,"Delaware County, OH",
2021-02,"Delaware County, OH",
2011-01,"Denver County/city, CO",
2011-02,"Denver County/city, CO",
2011-03,"Denver County/city, CO",9.5
2011-04,"Denver County/city, CO",9.3
2011-05,"Denver County/city, CO",9.2
2011-06,"Denver County/city, CO",8.5
2011-07,"Denver County/city, CO",8.6
2011-08,"Denver County/city, CO",8.3
2011-09,"Denver County/city, CO",8.2
2011-10,"Denver County/city, CO",8.4
2011-11,"Denver County/city, CO",8.3
2011-12,"Denver County/city, CO",8.1
2012-01,"Denver County/city, CO",8.3
2012-02,"Denver County/city, CO",8.5
2012-03,"Denver County/city, CO",8.7
2012-04,"Denver County/city, CO",8.7
2012-05,"Denver County/city, CO",8.6
2012-06,"Denver County/city, CO",8.0
2012-07,"Denver County/city, CO",7.8
2012-08,"Denver County/city, CO",8.1
2012-09,"Denver County/city, CO",7.7
2012-10,"Denver County/city, CO",7.7
2012-11,"Denver County/city, CO",7.2
2012-12,"Denver County/city, CO",7.1
2013-01,"Denver County/city, CO",7.2
2013-02,"Denver County/city, CO",7.3
2013-03,"Denver County/city, CO",7.9
2013-04,"Denver County/city, CO",7.7
2013-05,"Denver County/city, CO",7.4
2013-06,"Denver County/city, CO",6.9
2013-07,"Denver County/city, CO",6.7
2013-08,"Denver County/city, CO",6.9
2013-09,"Denver County/city, CO",6.6
2013-10,"Denver County/city, CO",6.3
2013-11,"Denver County/city, CO",6.1
2013-12,"Denver County/city, CO",5.9
2014-01,"Denver County/city, CO",5.7
2014-02,"Denver County/city, CO",5.7
2014-03,"Denver County/city, CO",6.1
2014-04,"Denver County/city, CO",6.1
2014-05,"Denver County/city, CO",5.8
2014-06,"Denver County/city, CO",5.2
2014-07,"Denver County/city, CO",4.8
2014-08,"Denver County/city, CO",4.8
2014-09,"Denver County/city, CO",4.6
2014-10,"Denver County/city, CO",4.4
2014-11,"Denver County/city, CO",4.1
2014-12,"Denver County/city, CO",3.9
2015-01,"Denver County/city, CO",4.0
2015-02,"Denver County/city, CO",4.0
2015-03,"Denver County/city, CO",4.7
2015-04,"Denver County/city, CO",4.4
2015-05,"Denver County/city, CO",4.4
2015-06,"Denver County/city, CO",3.8
2015-07,"Denver County/city, CO",3.8
2015-08,"Denver County/city, CO",3.9
2015-09,"Denver County/city, CO",3.6
2015-10,"Denver County/city, CO",3.3
2015-11,"Denver County/city, CO",3.2
2015-12,"Denver County/city, CO",3.1
2016-01,"Denver County/city, CO",3.2
2016-02,"Denver County/city, CO",3.2
2016-03,"Denver County/city, CO",3.5
2016-04,"Denver County/city, CO",3.5
2016-05,"Denver County/city, CO",3.5
2016-06,"Denver County/city, CO",3.2
2016-07,"Denver County/city, CO",3.0
2016-08,"Denver County/city, CO",3.4
2016-09,"Denver County/city, CO",3.1
2016-10,"Denver County/city, CO",3.0
2016-11,"Denver County/city, CO",2.9
2016-12,"Denver County/city, CO",2.8
2017-01,"Denver County/city, CO",2.6
2017-02,"Denver County/city, CO",2.7
2017-03,"Denver County/city, CO",3.2
2017-04,"Denver County/city, CO",3.0
2017-05,"Denver County/city, CO",2.7
2017-06,"Denver County/city, CO",2.5
2017-07,"Denver County/city, CO",2.4
2017-08,"Denver County/city, CO",2.8
2017-09,"Denver County/city, CO",2.7
2017-10,"Denver County/city, CO",2.7
2017-11,"Denver County/city, CO",2.7
2017-12,"Denver County/city, CO",2.6
2018-01,"Denver County/city, CO",2.7
2018-02,"Denver County/city, CO",2.8
2018-03,"Denver County/city, CO",3.2
2018-04,"Denver County/city, CO",3.2
2018-05,"Denver County/city, CO",3.0
2018-06,"Denver County/city, CO",2.9
2018-07,"Denver County/city, CO",2.7
2018-08,"Denver County/city, CO",3.3
2018-09,"Denver County/city, CO",3.1
2018-10,"Denver County/city, CO",3.1
2018-11,"Denver County/city, CO",3.0
2018-12,"Denver County/city, CO",3.0
2019-01,"Denver County/city, CO",3.0
2019-02,"Denver County/city, CO",3.1
2019-03,"Denver County/city, CO",3.5
2019-04,"Denver County/city, CO",3.2
2019-05,"Denver County/city, CO",3.0
2019-06,"Denver County/city, CO",2.7
2019-07,"Denver County/city, CO",2.5
2019-08,"Denver County/city, CO",2.8
2019-09,"Denver County/city, CO",2.6
2019-10,"Denver County/city, CO",2.6
2019-11,"Denver County/city, CO",2.3
2019-12,"Denver County/city, CO",2.3
2020-01,"Denver County/city, CO",2.3
2020-02,"Denver County/city, CO",2.3
